auName,dayVaccinations,popID,DogsVaccinated
Population,910,2356,25
Population,910,2357,10
Population,910,2358,6
Population,910,2359,3
Population,910,2360,2
Population,910,2361,14
Population,910,2396,5
Population,910,2397,28
Population,910,2398,3
Population,910,2399,5
Population,910,2400,4
Population,910,2438,7
Population,910,2440,3
Population,910,2441,4
Population,910,2478,1
Population,911,503,8
Population,911,547,1
Population,911,548,6
Population,911,549,2
Population,911,594,2
Population,911,595,7
Population,911,596,6
Population,911,597,2
Population,911,645,1
Population,911,646,2
Population,911,647,1
Population,911,648,3
Population,911,649,9
Population,911,650,3
Population,911,698,1
Population,911,699,7
Population,911,700,15
Population,911,701,7
Population,911,702,3
Population,911,703,9
Population,911,704,3
Population,911,753,1
Population,911,754,2
Population,911,755,4
Population,911,756,9
Population,911,757,4
Population,911,758,10
Population,911,759,1
Population,911,808,3
Population,911,809,8
Population,911,810,1
Population,911,811,4
Population,911,812,13
Population,911,813,23
Population,911,815,3
Population,911,866,3
Population,911,867,3
Population,911,868,7
Population,911,869,3
Population,911,870,25
Population,911,871,22
Population,911,872,8
Population,911,873,12
Population,911,874,3
Population,911,927,3
Population,911,928,6
Population,911,929,13
Population,911,930,78
Population,911,931,6
Population,911,933,11
Population,911,934,7
Population,911,985,8
Population,911,986,17
Population,911,987,8
Population,911,988,56
Population,911,1041,3
Population,911,1043,13
Population,911,1044,9
Population,911,1045,16
Population,911,1098,15
Population,911,1099,9
Population,911,1100,3
Population,912,932,3
Population,912,989,15
Population,912,990,13
Population,912,991,6
Population,912,992,3
Population,912,1046,11
Population,912,1047,27
Population,912,1048,25
Population,912,1049,12
Population,912,1050,20
Population,912,1051,3
Population,912,1105,5
Population,912,1106,12
Population,912,1107,3
Population,912,1108,4
Population,912,1109,1
Population,912,1169,2
Population,913,405,12
Population,913,446,1
Population,913,447,4
Population,913,490,8
Population,913,491,14
Population,913,492,2
Population,913,536,15
Population,913,537,11
Population,913,584,4
Population,913,585,7
Population,913,635,6
Population,913,636,3
Population,913,688,7
Population,913,689,8
Population,913,690,4
Population,913,744,10
Population,913,745,17
Population,913,746,15
Population,913,800,9
Population,913,801,4
Population,913,802,8
Population,913,859,30
Population,913,860,13
Population,913,861,2
Population,913,919,9
Population,913,920,34
Population,913,922,6
Population,913,977,3
Population,913,978,25
Population,913,1036,3
Population,913,1037,6
Population,913,1038,40
Population,913,1095,12
Population,913,1096,15
Population,913,1097,51
Population,913,1156,9
Population,913,1157,11
Population,913,1158,4
Population,913,1159,10
Population,913,1219,5
Population,913,1220,7
Population,913,1221,2
Population,913,1222,7
Population,913,1283,4
Population,913,1284,13
Population,913,1285,4
Population,913,1287,2
Population,913,1347,16
Population,913,1349,12
Population,913,1350,10
Population,913,1351,11
Population,913,1412,5
Population,913,1413,8
Population,913,1414,4
Population,913,1415,2
Population,913,1416,3
Population,913,1477,15
Population,913,1478,3
Population,1314,2547,32
Population,1314,2548,11
Population,1314,2582,3
Population,1314,2583,20
Population,1314,2584,2
Population,1314,2618,11
Population,1314,2619,2
Population,1314,2647,16
Population,1314,2648,27
Population,1314,2649,12
Population,1314,2675,6
Population,1314,2676,3
Population,1314,2677,5
Population,1314,2678,5
Population,1314,2698,3
Population,1314,2715,7
Population,1315,2262,1
Population,1315,2305,2
Population,1315,2306,5
Population,1315,2307,8
Population,1315,2308,13
Population,1315,2349,9
Population,1315,2351,8
Population,1315,2352,6
Population,1315,2353,2
Population,1315,2391,6
Population,1315,2392,9
Population,1315,2393,32
Population,1315,2394,2
Population,1315,2395,2
Population,1315,2432,6
Population,1315,2433,8
Population,1315,2434,9
Population,1315,2435,26
Population,1315,2436,9
Population,1315,2437,15
Population,1315,2469,2
Population,1315,2470,5
Population,1315,2471,2
Population,1315,2473,1
Population,1315,2476,4
Population,1315,2541,6
Population,1315,2542,17
Population,1315,2576,1
Population,1315,2577,15
Population,1315,2578,18
Population,1315,2579,3
Population,1315,2580,3
Population,1315,2609,1
Population,1315,2610,4
Population,1315,2611,7
Population,1315,2612,6
Population,1315,2613,10
Population,1315,2614,4
Population,1315,2615,6
Population,1315,2639,2
Population,1315,2641,1
Population,1315,2642,1
Population,1315,2644,4
Population,1315,2645,3
Population,1315,2670,6
Population,1315,2671,5
Population,1315,2672,5
Population,1315,2673,4
Population,1315,2693,4
Population,1315,2695,4
Population,1315,2696,3
Population,1315,2733,3
Population,1316,2474,23
Population,1316,2475,27
Population,1316,2477,6
Population,1316,2503,1
Population,1316,2506,3
Population,1316,2507,49
Population,1316,2508,33
Population,1316,2509,22
Population,1316,2510,20
Population,1316,2511,2
Population,1316,2537,2
Population,1316,2538,1
Population,1316,2539,2
Population,1316,2543,8
Population,1316,2544,25
Population,1316,2605,1
Population,1316,2634,1
Population,1316,2636,1
Population,1316,2637,1
Population,1316,2638,1
Population,1316,2666,2
Population,1317,2214,1
Population,1317,2215,1
Population,1317,2216,3
Population,1317,2217,6
Population,1317,2218,5
Population,1317,2263,3
Population,1317,2264,1
Population,1317,2266,19
Population,1317,2267,3
Population,1317,2268,5
Population,1317,2269,1
Population,1317,2270,3
Population,1317,2271,2
Population,1317,2272,3
Population,1317,2310,11
Population,1317,2311,2
Population,1317,2312,8
Population,1317,2313,13
Population,1317,2314,9
Population,1317,2315,1
Population,1317,2316,6
Population,1317,2317,3
Population,1317,2318,1
Population,1317,2319,4
Population,1317,2320,4
Population,1317,2322,2
Population,1317,2354,8
Population,1317,2355,22
Population,1317,2356,35
Population,1317,2357,6
Population,1317,2358,9
Population,1317,2359,4
Population,1317,2360,3
Population,1317,2361,11
Population,1317,2362,5
Population,1317,2363,1
Population,1317,2366,4
Population,1317,2396,10
Population,1317,2397,39
Population,1317,2398,7
Population,1317,2399,8
Population,1317,2400,1
Population,1317,2408,2
Population,1317,2409,2
Population,1317,2438,4
Population,1317,2440,1
Population,1317,2441,9
Population,1317,2478,1
Population,1317,2486,2
Population,1317,2487,4
Population,1317,2488,3
Population,1317,2520,3
Population,1317,2521,1
Population,1317,2556,1
Population,1317,2591,10
Population,1317,2625,5
Population,1317,2626,29
Population,1317,2627,5
Population,1317,2628,3
Population,1317,2655,3
Population,1317,2656,20
Population,1317,2657,14
Population,1317,2681,2
Population,1317,2683,1
Population,1317,2684,4
Population,1317,2685,4
Population,1318,2401,1
Population,1318,2402,1
Population,1318,2442,5
Population,1318,2443,4
Population,1318,2480,3
Population,1318,2481,3
Population,1318,2482,3
Population,1318,2483,10
Population,1318,2513,3
Population,1318,2514,3
Population,1318,2516,5
Population,1318,2517,9
Population,1318,2549,12
Population,1318,2550,1
Population,1318,2551,2
Population,1318,2552,12
Population,1318,2553,6
Population,1318,2586,12
Population,1318,2587,13
Population,1318,2588,32
Population,1318,2589,3
Population,1318,2622,4
Population,1318,2623,1
Population,1319,186,2
Population,1319,189,7
Population,1319,190,10
Population,1319,191,1
Population,1319,228,10
Population,1319,229,10
Population,1319,230,9
Population,1319,231,4
Population,1319,232,7
Population,1319,233,5
Population,1319,234,1
Population,1319,274,2
Population,1319,275,9
Population,1319,276,9
Population,1319,277,11
Population,1319,278,40
Population,1319,279,8
Population,1319,322,4
Population,1319,323,9
Population,1319,324,10
Population,1319,325,9
Population,1319,326,9
Population,1319,369,2
Population,1319,370,10
Population,1319,371,37
Population,1319,372,8
Population,1319,373,13
Population,1319,374,9
Population,1319,418,5
Population,1322,557,6
Population,1322,604,7
Population,1322,605,5
Population,1322,606,8
Population,1322,653,6
Population,1322,654,1
Population,1322,655,4
Population,1322,656,17
Population,1322,657,4
Population,1322,658,18
Population,1322,707,11
Population,1322,708,10
Population,1322,709,2
Population,1322,710,21
Population,1322,711,18
Population,1322,712,4
Population,1322,713,1
Population,1322,760,1
Population,1322,761,1
Population,1322,762,8
Population,1322,763,17
Population,1322,764,4
Population,1322,765,6
Population,1322,766,6
Population,1322,767,3
Population,1322,768,4
Population,1322,817,3
Population,1322,818,4
Population,1322,819,2
Population,1322,820,7
Population,1322,821,2
Population,1322,822,9
Population,1322,823,2
Population,1323,816,1
Population,1323,825,8
Population,1323,826,1
Population,1323,876,2
Population,1323,877,1
Population,1323,878,1
Population,1323,879,1
Population,1323,881,1
Population,1323,882,2
Population,1323,883,1
Population,1323,884,4
Population,1323,885,9
Population,1323,886,1
Population,1323,887,3
Population,1323,934,1
Population,1323,935,2
Population,1323,936,5
Population,1323,937,5
Population,1323,938,1
Population,1323,939,7
Population,1323,941,10
Population,1323,942,12
Population,1323,943,5
Population,1323,944,1
Population,1323,946,5
Population,1323,994,1
Population,1323,995,5
Population,1323,996,7
Population,1323,997,4
Population,1323,998,1
Population,1323,999,19
Population,1323,1000,21
Population,1323,1001,7
Population,1323,1002,3
Population,1323,1003,3
Population,1323,1054,2
Population,1323,1055,1
Population,1323,1056,9
Population,1323,1057,15
Population,1323,1058,4
Population,1323,1059,3
Population,1323,1061,6
Population,1323,1063,2
Population,1323,1112,5
Population,1323,1113,4
Population,1323,1114,2
Population,1323,1115,7
Population,1323,1117,7
Population,1323,1118,2
Population,1324,1116,8
Population,1324,1174,8
Population,1324,1175,4
Population,1324,1176,6
Population,1324,1177,14
Population,1324,1178,8
Population,1324,1180,2
Population,1324,1236,3
Population,1324,1237,8
Population,1324,1238,8
Population,1324,1239,13
Population,1324,1240,10
Population,1324,1301,11
Population,1324,1302,7
Population,1324,1303,5
Population,1324,1304,6
Population,1324,1305,2
Population,1324,1365,11
Population,1324,1366,8
Population,1324,1367,3
Population,1324,1368,6
Population,1324,1369,3
Population,1324,1431,9
Population,1324,1432,16
Population,1324,1433,18
Population,1324,1434,2
Population,1324,1435,6
Population,1324,1494,11
Population,1324,1495,16
Population,1324,1496,75
Population,1324,1497,3
Population,1324,1557,13
Population,1324,1558,35
Population,1324,1559,28
Population,1324,1560,17
Population,1324,1621,3
Population,1325,1250,10
Population,1325,1310,5
Population,1325,1311,9
Population,1325,1312,12
Population,1325,1313,14
Population,1325,1314,9
Population,1325,1374,6
Population,1325,1375,11
Population,1325,1376,10
Population,1325,1377,11
Population,1325,1378,8
Population,1325,1439,9
Population,1325,1440,4
Population,1325,1441,14
Population,1325,1442,8
Population,1325,1443,15
Population,1325,1444,8
Population,1325,1506,4
Population,1325,1507,5
Population,1325,1508,2
Population,1326,1006,2
Population,1326,1062,1
Population,1326,1064,1
Population,1326,1120,1
Population,1326,1121,7
Population,1326,1122,1
Population,1326,1181,7
Population,1326,1182,3
Population,1326,1183,1
Population,1326,1185,1
Population,1326,1186,2
Population,1326,1187,2
Population,1326,1241,2
Population,1326,1242,12
Population,1326,1243,15
Population,1326,1244,12
Population,1326,1245,11
Population,1326,1246,11
Population,1326,1248,1
Population,1326,1249,7
Population,1326,1306,12
Population,1326,1307,18
Population,1326,1308,19
Population,1326,1370,4
Population,1326,1371,17
Population,1326,1372,6
Population,1326,1373,22
Population,1326,1436,3
Population,1326,1437,8
Population,1326,1438,5
Population,1329,1744,4
Population,1329,1747,1
Population,1329,1749,7
Population,1329,1802,1
Population,1329,1803,34
Population,1329,1804,22
Population,1329,1805,22
Population,1329,1806,13
Population,1329,1807,12
Population,1329,1808,1
Population,1329,1862,6
Population,1329,1863,7
Population,1329,1864,13
Population,1329,1865,9
Population,1329,1866,4
Population,1329,1867,7
Population,1330,1921,2
Population,1330,1923,14
Population,1330,1924,2
Population,1330,1976,6
Population,1330,1977,16
Population,1330,1978,19
Population,1330,1979,36
Population,1330,1980,24
Population,1330,1981,36
Population,1330,1982,9
Population,1330,2031,7
Population,1330,2032,16
Population,1330,2033,36
Population,1330,2034,5
Population,1330,2035,2
Population,1330,2036,8
Population,1330,2037,11
Population,1330,2038,1
Population,1330,2039,5
Population,1330,2087,6
Population,1330,2088,21
Population,1330,2089,31
Population,1330,2090,5
Population,1330,2091,1
Population,1330,2096,4
Population,1330,2142,6
Population,1330,2143,7
Population,1330,2144,2
Population,1330,2146,3
Population,1330,2147,3
Population,1330,2150,5
Population,1330,2196,12
Population,1330,2197,9
Population,1330,2199,1
Population,1330,2204,7
Population,1330,2247,4
Population,1330,2248,3
Population,1330,2249,2
Population,1330,2250,4
Population,1330,2254,1
Population,1330,2298,4
Population,1330,2299,4
Population,1330,2300,2
Population,1330,2345,9
Population,1331,1787,2
Population,1331,1788,1
Population,1331,1846,2
Population,1331,1847,3
Population,1331,1903,1
Population,1331,1904,3
Population,1331,1905,5
Population,1331,1961,5
Population,1331,1963,1
Population,1331,2017,1
Population,1331,2018,2
Population,1331,2019,2
Population,1331,2020,1
Population,1331,2023,3
Population,1331,2024,6
Population,1331,2072,1
Population,1331,2073,1
Population,1331,2074,1
Population,1331,2075,2
Population,1331,2077,3
Population,1331,2078,9
Population,1331,2081,1
Population,1331,2128,1
Population,1331,2129,2
Population,1331,2130,3
Population,1331,2132,9
Population,1331,2135,6
Population,1331,2136,1
Population,1331,2180,3
Population,1331,2181,2
Population,1331,2182,2
Population,1331,2183,1
Population,1331,2184,8
Population,1331,2185,7
Population,1331,2232,2
Population,1331,2235,1
Population,1331,2236,1
Population,1331,2237,5
Population,1331,2282,1
Population,1331,2283,1
Population,1331,2285,1
Population,1331,2286,1
Population,1331,2287,2
Population,1331,2333,7
Population,1331,2334,1
Population,1331,2335,1
Population,1331,2339,1
Population,1331,2375,1
Population,1331,2376,3
Population,1331,2377,2
Population,1331,2378,2
Population,1331,2381,3
Population,1331,2416,4
Population,1331,2417,4
Population,1331,2418,1
Population,1331,2426,2
Population,1331,2497,1
Population,1331,2498,1
Population,1331,2531,1
Population,1331,2566,1
Population,1332,153,4
Population,1332,154,1
Population,1332,155,10
Population,1332,156,3
Population,1332,193,5
Population,1332,194,23
Population,1332,195,23
Population,1332,196,9
Population,1332,197,1
Population,1332,236,1
Population,1332,238,8
Population,1332,239,10
Population,1332,281,4
Population,1332,282,4
Population,1332,283,1
Population,1332,285,1
Population,1332,330,1
Population,1332,332,1
Population,1332,382,4
Population,1332,430,3
Population,1332,431,3
Population,1332,468,1
Population,1332,469,2
Population,1332,470,1
Population,1332,474,10
Population,1332,475,1
Population,1332,476,4
Population,1332,477,2
Population,1332,513,1
Population,1332,515,1
Population,1332,516,5
Population,1332,517,4
Population,1332,518,13
Population,1332,519,9
Population,1332,521,6
Population,1332,522,7
Population,1332,523,1
Population,1332,561,2
Population,1332,562,8
Population,1332,563,5
Population,1332,564,3
Population,1332,565,2
Population,1332,566,6
Population,1332,567,11
Population,1332,568,6
Population,1332,569,3
Population,1332,570,1
Population,1332,609,8
Population,1332,610,3
Population,1332,612,4
Population,1332,613,2
Population,1332,614,18
Population,1332,615,3
Population,1332,616,1
Population,1332,617,1
Population,1332,618,1
Population,1332,619,5
Population,1332,621,2
Population,1332,661,7
Population,1332,662,5
Population,1332,663,1
Population,1332,664,4
Population,1332,665,5
Population,1332,666,5
Population,1332,667,2
Population,1332,668,2
Population,1332,672,2
Population,1332,716,1
Population,1332,717,4
Population,1332,718,17
Population,1332,719,2
Population,1332,720,4
Population,1332,721,8
Population,1332,722,2
Population,1332,725,1
Population,1332,726,4
Population,1332,772,11
Population,1332,773,12
Population,1332,774,3
Population,1332,775,5
Population,1332,776,4
Population,1332,777,1
Population,1332,778,2
Population,1332,830,3
Population,1332,831,9
Population,1332,832,3
Population,1332,833,11
Population,1332,834,3
Population,1332,890,1
Population,1332,892,2
Population,1332,893,1
Population,1332,1739,105
Population,1332,1740,44
Population,1332,1799,42
Population,1332,1800,50
Population,1332,1858,44
Population,1332,1859,22
Population,1332,1914,1
Population,1332,1915,21
Population,1332,1916,15
Population,1332,1972,10
Population,1332,1973,5
Population,1332,2029,66
Population,1332,2030,48
Population,1332,2085,22
Population,1332,2086,1
Population,1332,2139,4
Population,1332,2140,14
Population,1332,2141,7
Population,1332,2193,3
Population,1333,2192,2
Population,1333,2243,15
Population,1333,2244,15
Population,1333,2245,26
Population,1333,2294,6
Population,1333,2295,18
Population,1333,2296,3
Population,1333,2342,8
Population,1333,2343,1
Population,1333,2386,4
Population,1333,2387,8
Population,1333,2429,6
Population,1333,2466,5
Population,1333,2499,1
Population,1333,2533,11
Population,1333,2745,1
Population,1333,2748,2
Population,1333,2749,1
Population,1333,2751,1
Population,1333,2752,2
Population,1333,2755,1
Population,1333,2756,7
Population,1333,2757,16
Population,1333,2758,1
Population,1333,2762,7
Population,1333,2763,7
Population,1333,2764,2
Population,1336,375,2
Population,1336,419,10
Population,1336,420,3
Population,1336,421,14
Population,1336,422,13
Population,1336,423,2
Population,1336,460,3
Population,1336,461,3
Population,1336,462,15
Population,1336,463,16
Population,1336,464,9
Population,1336,465,8
Population,1336,507,14
Population,1336,508,14
Population,1336,509,29
Population,1336,510,15
Population,1336,511,12
Population,1336,550,1
Population,1336,551,11
Population,1336,552,4
Population,1336,553,27
Population,1336,554,45
Population,1336,555,27
Population,1336,556,8
Population,1336,598,7
Population,1336,599,4
Population,1336,600,2
Population,1336,601,12
Population,1336,602,9
Population,1336,603,8
Population,1336,652,12
Population,1336,706,5
Population,1336,1599,1
Population,1336,1601,3
Population,1336,1602,2
Population,1336,1663,2
Population,1336,1719,1
Population,1336,1723,1
Population,1336,1724,1
Population,1336,1725,1
Population,1336,1775,1
Population,1336,1777,1
Population,1336,1779,3
Population,1336,1780,2
Population,1336,1782,3
Population,1336,1783,1
Population,1336,1832,1
Population,1336,1833,2
Population,1336,1834,1
Population,1336,1836,1
Population,1336,1838,1
Population,1336,1839,2
Population,1336,1841,1
Population,1336,1842,1
Population,1336,1887,2
Population,1336,1890,1
Population,1336,1894,4
Population,1336,1897,1
Population,1336,1898,1
Population,1336,1900,2
Population,1336,1945,2
Population,1336,1947,4
Population,1336,1948,1
Population,1336,1954,1
Population,1336,1958,1
Population,1336,2001,3
Population,1336,2002,3
Population,1336,2004,2
Population,1336,2006,1
Population,1336,2007,7
Population,1336,2008,5
Population,1336,2011,1
Population,1336,2057,1
Population,1336,2058,2
Population,1336,2059,3
Population,1336,2060,4
Population,1336,2061,3
Population,1336,2062,1
Population,1336,2063,1
Population,1336,2065,1
Population,1336,2066,2
Population,1336,2071,1
Population,1336,2113,1
Population,1336,2116,2
Population,1336,2117,5
Population,1336,2118,4
Population,1336,2120,1
Population,1336,2121,1
Population,1336,2166,3
Population,1336,2167,2
Population,1336,2169,2
Population,1336,2170,2
Population,1336,2172,2
Population,1336,2174,1
Population,1336,2177,1
Population,1336,2219,1
Population,1336,2220,2
Population,1336,2221,2
Population,1336,2223,1
Population,1336,2224,2
Population,1336,2226,1
Population,1336,2227,2
Population,1336,2228,6
Population,1336,2230,1
Population,1336,2273,3
Population,1336,2274,1
Population,1336,2276,1
Population,1336,2277,1
Population,1336,2279,1
Population,1336,2281,1
Population,1336,2323,1
Population,1336,2325,3
Population,1336,2326,2
Population,1336,2328,1
Population,1336,2329,2
Population,1336,2369,2
Population,1336,2370,1
Population,1336,2371,2
Population,1336,2372,2
Population,1336,2410,4
Population,1336,2412,2
Population,1336,2413,4
Population,1336,2451,1
Population,1336,2452,1
Population,1336,2454,5
Population,1336,2489,1
Population,1336,2490,3
Population,1336,2492,3
Population,1336,2493,1
Population,1336,2494,3
Population,1336,2522,2
Population,1336,2523,1
Population,1336,2524,1
Population,1336,2526,1
Population,1336,2527,1
Population,1336,2560,4
Population,1336,2561,3
Population,1336,2562,1
Population,1336,2596,1
Population,1336,2598,1
Population,1336,2631,1
Population,1336,2632,1
Population,1336,2686,1
Population,1336,2687,2
Population,1336,2704,2
Population,1336,2705,4
Population,1336,2707,1
Population,1336,2718,1
Population,1336,2719,2
Population,1336,2720,2
Population,1336,2721,1
Population,1336,2727,1
Population,1336,2729,4
Population,1336,2730,2
Population,1337,1734,4
Population,1337,1736,6
Population,1337,1737,12
Population,1337,1792,2
Population,1337,1793,2
Population,1337,1794,5
Population,1337,1795,4
Population,1337,1796,2
Population,1337,1797,2
Population,1337,1798,8
Population,1337,1849,3
Population,1337,1850,5
Population,1337,1852,23
Population,1337,1853,14
Population,1337,1854,10
Population,1337,1855,2
Population,1337,1856,2
Population,1337,1907,11
Population,1337,1908,18
Population,1337,1909,13
Population,1337,1910,8
Population,1337,1911,51
Population,1337,1912,26
Population,1337,1913,1
Population,1337,1966,14
Population,1337,1967,13
Population,1337,1969,71
Population,1337,1970,13
Population,1337,1971,4
Population,1337,2025,4
Population,1337,2026,16
Population,1337,2082,1
Population,1337,2083,12
Population,1337,2138,7
Population,1337,2189,1
Population,1337,2190,6
Population,1337,2191,1
Population,1337,2242,2
Population,1338,1235,5
Population,1338,1297,3
Population,1338,1298,15
Population,1338,1299,1
Population,1338,1362,12
Population,1338,1363,6
Population,1338,1364,1
Population,1338,1426,23
Population,1338,1427,18
Population,1338,1428,7
Population,1338,1489,1
Population,1338,1490,7
Population,1338,1491,25
Population,1338,1552,1
Population,1338,1553,21
Population,1338,1554,29
Population,1338,1615,16
Population,1338,1616,27
Population,1338,1617,121
Population,1338,1676,1
Population,1338,1677,4
Population,1339,148,11
Population,1339,179,20
Population,1339,180,2
Population,1339,181,3
Population,1339,182,5
Population,1339,183,3
Population,1339,221,12
Population,1339,222,3
Population,1339,223,4
Population,1339,224,39
Population,1339,225,2
Population,1339,226,4
Population,1339,227,11
Population,1339,265,6
Population,1339,266,9
Population,1339,267,11
Population,1339,268,6
Population,1339,269,1
Population,1339,270,10
Population,1339,271,2
Population,1339,272,49
Population,1339,273,6
Population,1339,311,1
Population,1339,312,6
Population,1339,313,2
Population,1339,316,4
Population,1339,317,4
Population,1339,318,17
Population,1339,319,26
Population,1339,320,5
Population,1339,358,2
Population,1339,359,6
Population,1339,362,4
Population,1339,363,2
Population,1339,364,2
Population,1339,365,5
Population,1339,366,10
Population,1339,367,9
Population,1339,368,7
Population,1339,409,1
Population,1339,410,7
Population,1339,411,4
Population,1339,412,5
Population,1339,413,11
Population,1339,414,4
Population,1339,415,3
Population,1339,416,1
Population,1339,417,2
Population,1339,451,1
Population,1339,455,6
Population,1339,456,20
Population,1339,457,1
Population,1339,458,7
Population,1339,459,6
Population,1339,499,10
Population,1339,500,5
Population,1339,546,4
Population,1339,547,2
Population,1339,1500,7
Population,1339,1501,3
Population,1339,1502,7
Population,1339,1503,18
Population,1339,1504,13
Population,1339,1561,2
Population,1339,1562,13
Population,1339,1563,9
Population,1339,1564,9
Population,1339,1565,6
Population,1339,1566,9
Population,1339,1567,8
Population,1339,1572,2
Population,1339,1622,7
Population,1339,1623,12
Population,1339,1624,23
Population,1339,1625,13
Population,1339,1626,14
Population,1339,1627,6
Population,1339,1632,13
Population,1339,1633,8
Population,1339,1634,8
Population,1339,1683,19
Population,1339,1684,12
Population,1339,1685,7
Population,1339,1686,4
Population,1339,1687,8
Population,1339,1688,2
Population,1339,1689,2
Population,1339,1693,9
Population,1339,1694,10
Population,1339,1695,1
Population,1339,1743,4
Population,1339,1745,5
Population,1339,1746,6
Population,1339,1748,3
Population,1339,1752,1
Population,1339,1754,7
Population,1339,1755,10
Population,1339,1810,9
Population,1339,1811,3
Population,1339,1812,21
Population,1339,1813,13
Population,1339,1814,7
Population,1339,1868,19
Population,1339,1869,1
Population,1339,1870,18
Population,1339,1871,16
Population,1339,1872,7
Population,1339,1925,14
Population,1339,1926,12
Population,1339,1927,30
Population,1339,1928,24
Population,1339,1929,10
Population,1339,1930,5
Population,1339,1983,6
Population,1339,1984,18
Population,1339,1985,9
Population,1339,1986,15
Population,1339,1987,3
Population,1339,2041,14
Population,1339,2042,6
Population,1339,2043,1
Population,1339,2097,4
Population,1339,2098,13
Population,1339,2099,2
Population,1340,1492,21
Population,1340,1493,7
Population,1340,1555,84
Population,1340,1556,29
Population,1340,1618,90
Population,1340,1619,27
Population,1340,1620,12
Population,1340,1678,6
Population,1340,1679,113
Population,1340,1680,114
Population,1340,1681,60
Population,1340,1738,27
Population,1340,1741,15
Population,1676,2326,2
Population,1676,2327,2
Population,1676,2328,5
Population,1676,2368,1
Population,1676,2369,3
Population,1676,2370,4
Population,1676,2371,7
Population,1676,2372,10
Population,1676,2410,3
Population,1676,2411,5
Population,1676,2412,15
Population,1676,2413,5
Population,1676,2414,1
Population,1676,2451,2
Population,1676,2452,1
Population,1676,2453,2
Population,1676,2454,1
Population,1676,2455,1
Population,1676,2456,1
Population,1676,2490,3
Population,1676,2492,2
Population,1676,2493,2
Population,1676,2494,6
Population,1676,2522,5
Population,1676,2523,2
Population,1676,2524,4
Population,1676,2526,3
Population,1676,2527,1
Population,1676,2560,14
Population,1676,2561,14
Population,1676,2562,3
Population,1676,2596,4
Population,1676,2597,1
Population,1676,2598,1
Population,1676,2630,3
Population,1676,2631,7
Population,1676,2632,6
Population,1676,2660,1
Population,1676,2687,1
Population,1676,2703,1
Population,1676,2704,4
Population,1676,2705,4
Population,1676,2707,1
Population,1676,2718,3
Population,1676,2719,9
Population,1676,2727,3
Population,1676,2729,2
Population,1676,2730,4
Population,1676,2731,2
Population,1686,2262,4
Population,1686,2305,1
Population,1686,2306,7
Population,1686,2307,6
Population,1686,2308,11
Population,1686,2349,6
Population,1686,2351,8
Population,1686,2352,4
Population,1686,2391,6
Population,1686,2392,8
Population,1686,2393,32
Population,1686,2394,7
Population,1686,2395,2
Population,1686,2432,2
Population,1686,2433,10
Population,1686,2434,11
Population,1686,2435,34
Population,1686,2436,21
Population,1686,2437,9
Population,1686,2470,5
Population,1686,2471,3
Population,1686,2473,3
Population,1686,2476,1
Population,1686,2541,4
Population,1686,2542,37
Population,1686,2576,1
Population,1686,2577,9
Population,1686,2578,36
Population,1686,2579,5
Population,1686,2580,4
Population,1686,2610,5
Population,1686,2611,3
Population,1686,2612,13
Population,1686,2613,16
Population,1686,2614,1
Population,1686,2615,14
Population,1686,2641,1
Population,1686,2644,3
Population,1686,2645,3
Population,1686,2670,12
Population,1686,2671,2
Population,1686,2672,6
Population,1686,2673,6
Population,1686,2693,9
Population,1686,2695,8
Population,1686,2696,4
Population,1686,2723,1
Population,1686,2733,2
Population,1687,2474,33
Population,1687,2475,25
Population,1687,2477,7
Population,1687,2501,1
Population,1687,2503,3
Population,1687,2506,11
Population,1687,2507,81
Population,1687,2508,41
Population,1687,2509,21
Population,1687,2510,19
Population,1687,2511,3
Population,1687,2537,3
Population,1687,2539,1
Population,1687,2543,17
Population,1687,2544,19
Population,1687,2547,42
Population,1687,2548,12
Population,1687,2574,3
Population,1687,2575,4
Population,1687,2582,1
Population,1687,2583,29
Population,1687,2584,11
Population,1687,2605,2
Population,1687,2616,2
Population,1687,2617,2
Population,1687,2618,17
Population,1687,2619,1
Population,1687,2634,2
Population,1687,2636,1
Population,1687,2638,1
Population,1687,2647,12
Population,1687,2648,19
Population,1687,2649,14
Population,1687,2665,1
Population,1687,2675,6
Population,1687,2676,1
Population,1687,2677,7
Population,1687,2678,7
Population,1687,2698,8
Population,1687,2699,5
Population,1687,2715,19
Population,1688,2212,3
Population,1688,2215,5
Population,1688,2216,3
Population,1688,2217,4
Population,1688,2218,2
Population,1688,2219,2
Population,1688,2263,5
Population,1688,2264,1
Population,1688,2266,10
Population,1688,2267,3
Population,1688,2268,11
Population,1688,2269,4
Population,1688,2270,9
Population,1688,2271,2
Population,1688,2272,3
Population,1688,2310,10
Population,1688,2311,6
Population,1688,2312,9
Population,1688,2313,28
Population,1688,2314,5
Population,1688,2315,3
Population,1688,2316,8
Population,1688,2317,8
Population,1688,2354,7
Population,1688,2355,22
Population,1688,2356,46
Population,1688,2357,7
Population,1688,2358,6
Population,1688,2359,2
Population,1688,2360,1
Population,1688,2361,11
Population,1688,2362,4
Population,1688,2396,8
Population,1688,2397,40
Population,1688,2398,4
Population,1688,2399,7
Population,1688,2400,1
Population,1688,2438,6
Population,1688,2440,3
Population,1688,2441,9
Population,1688,2478,2
Population,1689,1062,3
Population,1689,1063,2
Population,1689,1120,4
Population,1689,1121,5
